name,id,metroArea,lat,lng,capacity
TCF Bank Stadium,622916,Twin Cities,44.97703,-93.22964,50805
Burruss Hall Auditorium,2020894,Winston-Salem,,,
Cleveland Square Park,1260901,El Paso,31.7601853,-106.4915667,
QVC Marine Field (ＱＶＣマリンフィールド),38488,Tokyo,35.68949,139.69171,
"Ryan Center, University of Rhode Island",4710,Providence,41.48777,-71.53575,7657
Town & Country Resort Hotel & Convention Center,117093,San Diego,32.76327,-117.16797,
UIC Festival Lot,2983653,Chicago,41.86784,-87.65101,
The Yards Park,1243076,Washington,38.873525,-77.0013153,
Taste of Chicago,55302,Chicago,41.8834728,-87.6291268,
Sycamore,464246,New York,40.6397,-73.967299,
Green Line Cafe,247678,Philadelphia,39.95394,-75.21163,
The Buccaneer,167758,Memphis,35.138077,-90.015741,
Arkansas Community Arts Co-op (ACAC),751796,Little Rock,34.743887,-92.357696,
All Good Cafe,524836,Dallas - Fort Worth,32.7844329,-96.7809031,
South Park Tavern,689491,Dayton,39.7493029,-84.1742117,100
Wilbert's,10829,Cleveland,41.498225,-81.686012,
Jackie O's Pub & Brewery,612121,Columbus,39.3276106,-82.1023746,299
The Elbow Room,73427,Detroit,42.240681,-83.6148709,128
The Dark Room,741796,Chicago,41.8959637,-87.682477,
The Project Lodge,71613,Madison,43.083429,-89.377065,90
The Lemon Grove,786641,Akron,41.1007973,-80.6506867,
The Treehouse,275266,Columbus,39.9920346,-83.030484,
Velvet Lounge,71329,Washington,38.9171308,-77.0246868,
SUNY Plattsburgh,76022,Plattsburgh,44.6948693,-73.4647344,
College of New Jersey,428491,Ewing,40.27015,-74.77698,
The M Room,6583,Philadelphia,39.9688491,-75.1349503,
Purple Fiddle,444896,Thomas,39.1483925,-79.499282,
Mo Daddy's,268551,Knoxville,35.591958,-82.551119,
Mad Donna's Loft,602581,Nashville,36.1773038,-86.7458857,
The Comet,89509,Cincinnati,39.17281,-84.54324,
Darkroom,31611,Chicago,41.8959637,-87.682477,
Public Assembly,31320,New York,40.7193873,-73.961688,
13th Street Coffee Co,1269766,Omaha,,,
R Bar & Restaurant,767091,Kansas City,39.093948,-94.604886,
Missouri Theatre Center for the Arts,30290,St Louis,38.9493126,-92.3278909,1200
Kirby's Beer Store,68338,Wichita,37.7152419,-97.2980479,
Dogleg Coffee House,1282286,Bandera,,,
Super Happy Fun Land,574596,Houston,29.7411778,-95.342438,
Double Wide,78786,Dallas - Fort Worth,32.78512,-96.77379,
Annie's West,882581,Austin,30.27038,-97.74988,
Revolution Cafe & Bar,100657,Austin,30.672381,-96.373326,
"Creekside, Hilton Garden Inn",123346,Austin,30.3149444,-97.704573,
Flicker Theatre and Bar,63010,Atlanta,33.958454,-83.379729,
Preservation Pub,126555,Knoxville,35.965731,-83.919413,
New Rock Theater,1191406,Chicago,41.952688,-87.7175001,
CFBG,843346,Greensboro,36.0629177,-79.8240772,49
House Show,1244966,Philadelphia,39.95234,-75.16379,
Bloombars,1217521,Washington,38.9302149,-77.0280498,
Hog Farm Studios,665791,Portland,43.712268,-71.452966,
The Oak and the Ax,1164211,Portland,43.4929552,-70.454082,
Garfield Artworks,37987,Pittsburgh,40.465362,-79.944025,
Cooper Square Hotel Penthouse,1355596,New York,,,
The Mecklenburg Inn,1291236,Shepherdstown,39.4306174,-77.8051047,
Snug Harbor,46459,Charlotte,35.219977,-80.813249,
Lexington Avenue Brewery,904801,Knoxville,35.596156,-82.553214,
The Pigeon Hole,1298541,Richmond,38.036071,-78.500229,
Jefferson Warehouse,1308796,St Louis,38.6061954,-90.2229868,
Paper City Music Festival,1422063,Columbus,39.340857,-83.0321815,
House Show,104410,Columbus,39.9611755,-82.9987942,
The Park House,1107566,Pittsburgh,40.4532596,-80.0014028,
Live on Liberty,1500488,Pittsburgh,,,
Truck America,1432453,Catskill,,,
Castle Hotel,482776,Manchester,53.4858749,-2.2300153,100
The Spot Nightclub,1532793,Philadelphia,40.695443,-75.209795,
Lyric Theatre,7487,Winston-Salem,37.23026,-80.41595,
Unitarian Universalist Church,124738,New York,40.3070086,-74.8351949,
Concerts at the Crossing,1416258,Pennington,40.301865,-74.784132,
Radio,1488663,Boston / Cambridge,42.3814772,-71.1002199,200
Mayo Street Arts,1089141,Portland,43.66287,-70.2542,
Dwight Chapel,246863,Bridgeport,41.3090906,-72.9294689,
"Alfred Lerner Hall Piano Lounge, Columbia University",1677288,New York,,,
Ragtag Cinema,48478,St Louis,38.9508026,-92.3251942,
O'Leaver's Pub,11323,Omaha,41.2458769,-95.9895829,
Rock Island Live,64798,Wichita,37.6860826,-97.3281656,
The Five Spot,2938,Atlanta,33.7652038,-84.3494679,
New Earth Music Hall,500281,Atlanta,33.960046,-83.379487,
The Honest Pint,1319301,Chattanooga,35.04601,-85.30684,
Tipsy Teapot,609881,Raleigh,35.611827,-77.372809,
"The Rathskeller, College of New Jersey",1648343,Ewing,40.2700304,-74.7771442,
Café Carpe,388156,Fort Atkinson,42.927586,-88.837681,
Funk 'n Waffles - University,34490,Rochester,43.04212,-76.13612,
Winter Garden Theatre,35638,Toronto,43.65298,-79.37942,
The Winchester,58223,Cleveland,41.47705,-81.77364,
Brown Baer,559816,Elkhart Lake,43.83338,-88.015777,
Acorn Theater,87255,Three Oaks,41.80289,-86.61134,
Dot to Dot Festival,994191,Bristol,51.454513,-2.58791,
Dot to Dot Festival,977986,Manchester,53.48076,-2.24263,
Venus Love Experience Festival,1886978,Bristol,,,
Stowmarket Festival,1722873,Stowmarket,,,
Port Mahon,3296,Oxford,51.75056,-1.24,
Oval Lounge,1781973,New York,40.73147,-73.97445,
BCA Center,1261126,Burlington,44.476625,-73.212827,
"Music Friday, Main Stage Lancaster Square",1684698,Wilmington,40.0394204,-76.306085,
Roots Cultural Center,1754623,Providence,41.8224125,-71.4132858,
Barley's Taproom & Pizzeria,89500,Knoxville,35.970851,-83.91716,300
Beekley Community Library,406371,New Hartford,41.9155185,-73.0502548,
Uncorked Wine Bar,978746,Austin,30.2663711,-97.7331982,
Papi Tino's,1743548,Austin,30.2638658,-97.7289087,
Coffee House Stage,2304399,Wilmington,,,
Workhouse Arts Center,937501,Washington,38.6976959,-77.255049,
Bennington Center for the Arts,2336409,Bennington,42.882412,-73.229729,
Anson B. Nixon Park,2319274,Kennett Square,39.85151,-75.7086,
Jon Holloway Studio,991736,Greenwood,34.190788,-82.162593,
"Fletcher Hall, Carolina Theatre",35024,Durham,35.9977919,-78.902965,
Communion Club Night,2552934,Louisville,38.2526647,-85.7584557,
Hawthorne Theater Lounge,973861,Portland,45.51191,-122.62284,
Linnaea's Cafe,73923,Bakersfield,35.2791709,-120.6632064,
Frog & Peach Pub,316151,Bakersfield,35.2792481,-120.6641195,
Luna Red,1604173,Bakersfield,35.2803086,-120.6634811,
San Luis Obispo Botanical Garden,1228856,Bakersfield,35.3318855,-120.7288507,
"Chumash Auditorium, Cal Poly",69464,Bakersfield,35.3028024,-120.6589511,
Live Oak Camp,121323,Los Angeles,34.5584623,-119.9153645,
Mission Plaza,112644,Bakersfield,35.28054,-120.66345,
Slo Guild Hall,3370574,Bakersfield,35.26385,-120.65107,
Claiborne & Churchill Winery,1476688,Bakersfield,35.1988328,-120.6054798,
Presqu'ile Winery,3011399,Bakersfield,34.85385,-120.37102,
Silver Horse at the Old Schoolhouse,3518184,Bakersfield,35.1867657,-120.7019603,
Lompoc Wine Factory,3640989,Lompoc,34.6428607,-120.4528842,
Biddle Ranch Vineyard,3081219,Bakersfield,35.1867181,-120.701972,
Biddle Regional Park,4084464,Arroyo Grande,35.18143,-120.51377,
Goldfield Trading Post,2712398,Sacramento,38.57756,-121.48421,
SLO Brew Rock,3318254,Bakersfield,35.24224,-120.64146,
The Black Buzzard at Oskar Blues Grill & Brew,3755999,Denver,39.75012,-104.99752,
Brues Alehouse Brewing Co.,3194054,Colorado Springs,38.26537,-104.60965,
Bell's Back Room,1865488,Grand Rapids,42.29489,-85.57879,
Thunder Road,2844793,Boston / Cambridge,42.38162,-71.10006,
Hill Country Live,1273986,Washington,38.89513,-77.02231,300
Sierra Nevada Brewing Co.,2602643,Mills River,35.43042,-82.55387,
Downtown Alive,3584334,Charlotte,34.8505552,-82.394,
Yellowstone Valley Brewing,3363629,Billings,45.78619,-108.4982,
The Basement at Oskar Blues,4227789,Colorado Springs,38.83601,-104.8238,
Cervantes' Other Side,777591,Denver,39.754434,-104.978614,400
Marble Brewery,1807748,Albuquerque,35.092811,-106.646727,
Arizona Beer House,4217139,Tucson,32.21949,-110.84139,
OC Tavern,119,Los Angeles,33.4127355,-117.600241,
Winston's,11546,San Diego,32.74716,-117.25072,
Milk Bar,31417,SF Bay Area,37.7693806,-122.4525669,
T Bar Social Club,3990799,Sacramento,37.78048,-119.07523,100
Mammoth Mountain,400761,Fresno,37.6517721,-119.0373493,
Cubby Bear Chicago,2010279,Chicago,41.9470978,-87.656758,
The Middle East,71501,Boston / Cambridge,42.3638089,-71.1014227,
"Big Room, Sierra Nevada Brewing Co.",74038,Sacramento,39.72453,-121.8149,
Gus' Pub,144338,Halifax,44.6556261,-63.593813,
Gallery Connexion,1096801,Fredericton,45.9553025,-66.6497808,
Le Cagibi,372906,Montreal,45.5257724,-73.5987893,
Millard's Garage,777246,Sudbury,46.5222032,-80.9747883,
Apollo,32905,Thunder Bay,48.4355115,-89.221402,
Wunderbar,1084121,Edmonton,53.51793,-113.49135,140
Cafe Sola,981611,Saskatoon,52.1312918,-106.6674356,
The Spill,71741,Peterborough,44.3063628,-78.3201047,
The Piston,986781,Toronto,43.66154,-79.42766,
The Brick,71239,Kansas City,39.0923039,-94.5799754,
Vinyl Renaissance & Audio,1329091,Kansas City,39.0997265,-94.5785667,
Club 906,1858663,Kansas City,39.2403843,-94.4354956,144
The Hideout,1025016,Omaha,41.2566417,-96.0246506,
Aftershock,600811,Overland Park,39.0333937,-94.6913374,
Boulevard Drive-In,1970559,Kansas City,39.0566329,-94.6370925,
Zebedee's RPM,2012324,Kansas City,39.0573114,-94.6009714,
Cowtown Mallroom,1237756,Kansas City,,,
Pony,265791,Melbourne,-37.8128592,144.9713655,
Coda,773121,Kansas City,39.0912391,-94.5890674,
Mosswood Park Amphitheatre,2325229,SF Bay Area,37.8239181,-122.2604687,
Littlefoot Bar,3497609,Melbourne,-37.813611,144.963056,
The Post Office Hotel,1361836,Melbourne,-37.748712,144.9650965,
Fitzroy Bowls Club,1360831,Melbourne,-37.78801,144.9805,
The Tote,285946,Melbourne,-37.7994133,144.9870723,
Retreat Hotel,476081,Melbourne,-37.7712,144.96156,
The Garnet,1448278,Peterborough,44.30565,-78.32305,
Smiling Buddha,563441,Toronto,43.65327,-79.42694,
DSTRCT,2760353,Guelph,43.54476,-80.2481,200
Black Squirrel Books,2614103,Ottawa,45.3946641,-75.6834952,
The Grand Poobah,1269031,Hobart,-42.88214,147.32624,
Bambra Bowl,3846609,Geelong,,,
Exeter Hotel,1517903,Adelaide,-34.92244,138.61037,
Taroona Bowls Club,4080324,Hobart,,,
Secret Location Collingwood,4184099,Melbourne,-37.7992,144.98657,100
"Victorian Room, Driskill Hotel",874136,Austin,30.2682606,-97.7417091,
Nighthawks,934581,Melbourne,-37.79933,144.98953,
The Grace Darling Hotel,907526,Melbourne,-37.8048313,144.9835206,
The Fitzroy Pinnacle,2045944,Melbourne,-37.7827852,144.9841678,
Golden Age Cinema,2917068,Sydney,-33.8793995,151.2111718,
The North Gong Hotel,3691654,Wollongong,-34.4175276,150.8924098,
Saint John Craft Beer,3364954,Launceston,-41.4388863,147.1405773,
The Porch Sessions,3406409,Adelaide,-34.9284989,138.6007456,
Estonian House,4200134,Melbourne,-37.76511,144.94351,
Yah Yah's,493456,Melbourne,-37.805868,144.982735,
Galileo's Bar,1330761,Winston-Salem,36.220774,-81.691022,
Murphy's,91978,Winston-Salem,36.21942,-81.68549,
The Local,2767818,Winston-Salem,36.2186936,-81.6852718,
The Uptown,2909963,Winston-Salem,36.218381,-81.685501,
Black Cat Burrito,90812,Winston-Salem,36.2183,-81.68412,
Trout & Barrel,3001299,Winston-Salem,36.2073818,-81.7034304,
New York Pizza (NYP),61107,Greensboro,36.068676,-79.805381,
House Show Extravaganza,3044449,Columbia,32.7853319,-79.943877,
Underbelly,1183891,Jacksonville,30.3258864,-81.6563984,215
Tír Na Nóg,105867,Raleigh,35.777368,-78.636666,
Mtk Tavern,1922454,Mount Kisco,41.1897153,-73.7312505,
Auburn University,43708,Columbus,32.6044542,-85.4879879,
Parkway Field,1284791,Pleasantville,41.13178,-73.79649,
Devil's Backbone Brewing Company - Basecamp,1126621,Richmond,37.8705,-78.91889,
Bourgie Nights,2601613,Fayetteville,34.23656,-77.94776,
The Club @ Stage Ae,3496429,Pittsburgh,40.48281,-80.03673,
Birthplace of Country Music Museum,2863773,Bristol,36.59626,-82.18286,100
The International,2616908,Knoxville,35.96485,-83.92962,
St. Pat's in Five Points,3488769,Columbia,34.0007104,-81.0348144,
Revolution,1539983,Fort Lauderdale,26.121094,-80.146162,
Riptide Music Festival,4031854,Fort Lauderdale,,,
97X Next Big Thing,4031874,Tampa,27.99324,-82.36499,
12 South Taproom,147283,Nashville,36.1264711,-86.7891502,
KCD Theater,1228356,Louisville,38.307164,-85.580106,460
The Garage,62972,Winston-Salem,36.102688,-80.2460739,
Uncle Slayton's,1275566,Louisville,38.244437,-85.734453,
A Club,1077281,Spokane,47.657424,-117.418892,500
Crosstown Station,617661,Kansas City,,,
Relix Variety Theatre,990836,Knoxville,35.98197,-83.92953,300
Ogden Museum Of Southern Art,147253,New Orleans,29.9436,-90.07121,
"Spirits, Food, and Friends",1028606,Baton Rouge,31.29038,-92.47394,
Media Star Entertainment Hall,1175621,Shreveport,32.4880256,-93.7200591,
Rosewood Crawfish Festival,989501,Columbia,33.9871373,-81.0038397,
Neumeier's Rib Room & Beer Garden,179803,Tulsa,35.38585,-94.4227,
Jonathan Edwards Winery,406686,North Stonington,41.46235,-71.87825,
Dino's,975236,Nashville,36.1811201,-86.7493327,
Three20south,91289,Fairplay,39.478751,-106.0454708,
Crested Butte Center for the Arts,382536,Crested Butte,38.86704,-106.98095,
Jackson Hole Center for the Performing Arts,1832708,Billings,43.48284,-110.7624,
Whiskey Jacques,69903,Boise,43.6808745,-114.3645753,
Crystal Bay Club Casino,58302,Reno,39.2276709,-120.0045876,
Fort Lauderdale Beach Park,804271,Fort Lauderdale,26.10985,-80.10608,
"Liston B. Ramsey Regional Activity Center, Western Carolina University",296781,Cullowhee,35.31083,-83.17953,
FooBar,87240,Nashville,36.1955957,-86.7431426,
Camp Ramblewood,420241,Darlington,39.6469591,-76.1703466,
Royal Canadian Legion Branch 31,1031716,Jasper,52.87909,-118.08189,130
Republik,51408,Calgary,51.0378346,-114.0671033,
The Refinery,759891,Saskatoon,52.1191497,-106.6536166,
Vulkan Arena Pokalen,2738323,Oslo,59.91966,10.75007,
Värdshuset Hwitan,1247686,Falkenberg,56.9045996,12.4935709,
Monarch,796631,Berlin,52.49935,13.41953,
Landmark Theatre,1214,Rochester,43.0473477,-76.1523728,
Brooklyn Arts Center,1323001,Fayetteville,34.24203,-77.94516,
Trustees Theater,48242,Augusta,32.07842,-81.08898,
Taproot,1153676,Anchorage,61.189898,-149.908079,
The Hamilton,2392944,Washington,38.8975057,-77.0321395,
Daryl's House Club,2883428,Pawling,41.5339186,-73.5842618,175
Madison Live,2873968,Cincinnati,39.082688,-84.509506,
The B Side,2292544,Fort Wayne,41.0739964,-85.1333603,
Lyric Theatre & Cultural Arts Center,1990224,Lexington,38.04608,-84.4893,300
Capitol One House @ SXSW,3238449,Austin,30.267153,-97.7430608,
Spotify House at SXSW,3226539,Austin,30.2626769,-97.7275048,
The Blackheart,1212066,Austin,30.259694,-97.738727,150
SX San Jose,3246644,Austin,30.267153,-97.7430608,
Noisetrade/FRYE SXSW Party,3246654,Austin,30.267153,-97.7430608,
Youngstown State University,126538,Akron,41.107003,-80.646809,
Handpicked House Concerts,3117444,Seymour,38.9592201,-85.8902547,
Roosterwalk Music Festival,2919728,Martinsville,36.828169,-79.821227,
Panther Island Pavilion,1839813,Dallas - Fort Worth,32.7582325,-97.3368394,
Capitol,1663098,Stockholm,59.3402856,18.0373758,
Hotell Hulingen,2192224,Hultsfred,57.49484,15.84165,
Grand Hotel,1201186,Falkenberg,56.9027333,12.4888013,
Rosengrens Skafferi,2754018,Örebro,59.2725398,15.2179106,
Bryggerhuset Syd,2588008,Halden,59.11954,11.38705,
Garage Bar,2821378,Helsingborg,56.2078279,12.5488359,
"Brookfield Place New York, Waterfront Plaza",68520,New York,40.7131304,-74.0154149,
Flour City Station,2629103,Rochester,43.15666,-77.5997,
Leopard Lounge at Town Ballroom,3216168,Buffalo,42.89239,-78.87162,
Balcony Bar and Grill,1441243,Durango,37.2975496,-107.8721452,
Classic Amphitheater at Richmond Raceway Complex,3041,Richmond,37.5863848,-77.4224876,
Old Main,3521254,Rogers,36.0625795,-94.1574263,
The White Horse,1978824,Austin,30.26255,-97.727,
Telluride Blues and Brews Festival,31658,Colorado Springs,37.9342807,-107.8073788,
KT Base Bar,3583174,Olympic Valley,39.1975662,-120.2390689,
Hoxeyville Music Festival,1453403,Norman Township,44.1862317,-85.803112,
Millennium Center,67732,Winston-Salem,36.10017,-80.24562,
North Shore Point House Concerts,201968,Norfolk,36.91435,-76.30534,200
Waterfront Park,3670779,Fayetteville,34.2461173,-77.9519216,
Blue Heaven Restaurant,2410174,Key West,24.551745,-81.802834,
Coast,3404574,Key West,24.5550593,-81.7799871,
Odgen Theatre,1652673,Denver,39.7403476,-104.9753311,
Sam's Town Point,463821,Austin,30.17214,-97.8276,
The Cabana,3501289,Austin,30.2670156,-97.6058133,
Campy Greensky,3809739,Norman Township,44.1862409,-85.8033653,
Taste of Lincoln Avenue,74836,Chicago,41.9254392,-87.6487437,
FMQB Free Outdoor Stage,3601379,Denver,40.00869,-105.27623,
Old Town Square Stage,1377816,Cheyenne,40.5830464,-105.0357142,
Public House,3606924,Crested Butte,38.86976,-106.98736,
Volcanic Theater Pub,2309939,Salem,44.0506495,-121.3306222,250
Fingerprints Music,1424143,Los Angeles,33.7716112,-118.1872099,100
"Red Room, Crystal Bay Club Casino",131069,Reno,39.22768,-120.00467,
Sala 0 (Sala Cero),3774144,Madrid,40.42056,-3.70596,390
Haldern Pop Bar,2824618,Rees,51.7786321,6.4836011,
Molotow Musikclub,3451289,Hamburg,53.54939,9.9662,
Bar Brooklyn,2853533,Stockholm,59.31489,18.03122,
Musikcaféen,32906,Copenhagen,55.67645,12.57569,
Pigalle - Montmartre,4042504,Paris,48.88309,2.34304,
Fargo Vinyl Shop,2483254,Paris,48.8524509,2.3842532,
Songbirds South,3872509,Chattanooga,35.03676,-85.30654,
Lo-fi Brewing,3940369,Columbia,32.8338115,-79.9537326,
Boathouse Live,3770839,Newport News,37.08553,-76.47398,
10 Mile Music Hall,3922024,Frisco,39.57627,-106.09326,
Kelsey Theater,3367719,Fort Lauderdale,26.79829,-80.06681,
Truman Waterfront Park Amphitheater,3700859,Key West,24.55073,-81.8078,3500
Maui Arts & Cultural Center,4608,Honolulu,20.89389,-156.48043,
Coastal Credit Union Midtown Park,4241784,Raleigh,35.83629,-78.63683,
Cathead Distillery,3220564,Jackson,32.29577,-90.18759,
10 Barrel Outdoor Lounge,4327378,Fairplay,,,
Sonic Lunch,3938884,Detroit,,,
Salvage Station,3331399,Knoxville,35.59665,-82.57264,
Tidballs,249466,Nashville,36.9914904,-86.4402564,
Art & Vielfalt Sunset Festival,3943199,Kaufbeuren,,,
A Summer's Tale,4138594,Hamburg,,,
Boardmasters Festival,3891739,Cornwall,,,
Moon River Festival,3842144,Chattanooga,35.06052,-85.30687,
Wildwood Revival,2789858,Atlanta,33.8635559,-83.2229804,
Charleston Woodlands,4234169,Columbia,32.89391,-80.13327,
The Moonshiner's Ball,3558999,Lexington,37.700638,-83.973813,
Seven Dining Lounge,1404538,Vancouver,49.2631872,-123.1061634,120
Lanalou's,1334826,Vancouver,49.28303,-123.09631,
Streaming Cafe,707146,Kelowna,49.884593,-119.4902333,60
The Lantern,1318756,Calgary,51.0391238,-114.0324573,
Vangelis Tavern,34976,Saskatoon,52.1177288,-106.6566897,
Owl Acoustic Lounge,1202746,Lethbridge,49.69349,-112.84184,
Upstairs Cabaret,34930,Victoria,48.4258,-123.36976,
Thrush Holmes Empire Gallery,785476,Toronto,43.6434829,-79.4224271,
NXNE 2013 Arts & Crafts Pop-Up,2337839,Toronto,43.6434708,-79.4224222,
Victoria Park,955476,Regina,50.44803,-104.61228,
Union Sound Hall,2327764,Winnipeg,49.8982901,-97.1352034,
Delta Bessborough Gardens,85218,Saskatoon,52.1261286,-106.658901,
Banff Centre for Arts and Creativity,343631,Calgary,51.16996,-115.56023,
Folk on the Rocks,1342386,Yellowknife,62.4539717,-114.3717886,
The Moon Room @ Summit Music Hall,2102249,Denver,39.7535064,-104.9953172,
The Northern Bar & Stage,359036,Lethbridge,49.5036497,-115.0610501,
The Flying Steamshovel,974521,Kelowna,49.07941,-117.79991,
Queen's Hotel,90312,Nanaimo,49.16353,-123.93561,
Dirty Jersey,719716,Kamloops,50.7074496,-120.3642898,
Elk & Oarsman,1789438,Calgary,51.17551,-115.5715,
The Dome at Oakdale- Chevrolet Theatre,3139684,Bridgeport,41.4570108,-72.8230736,
Centennial Park,877621,Calgary,51.08632,-115.358433,
Muskoseepi Park,3290619,Grande Prairie,55.1699396,-118.7986152,
Bissell Park,3174969,Guelph,43.68425,-80.42396,
Lion Coffee + Records,2959638,London,51.5536624,-0.05349,
Mills Hardware,2748453,Hamilton,43.255749,-79.8661731,
The Lantern Church,3189609,Calgary,51.0391238,-114.0324573,
Bo's Bar and Grill,2690953,Red Deer,52.24178,-113.81409,
The Hayloft Dancehall,2971663,Toronto,43.876466,-77.2199911,
Tom Thumb Theatre,1059476,Canterbury,51.3909857,1.3994976,
"Myer Horowitz Theatre, SUB, University of Alberta",35338,Edmonton,53.5244743,-113.5255749,
TD Place Arena,2809548,Ottawa,45.39892,-75.68551,
Capitol Centre,85262,North Bay,46.30971,-79.46322,
Charles W. Stockey Centre for the Performing Arts,111061,Barrie,45.3384805,-80.0392196,
Burlington Performing Arts Centre,1343041,Burlington,43.3249,-79.79846,
Showplace Performance Centre,81920,Peterborough,44.30313,-78.31972,
Centrepointe Theatre,35695,Ottawa,45.344477,-75.762108,
The Empire Theatre,59551,Belleville,44.16734,-77.38524,
Market Hall,120344,Peterborough,44.30416,-78.31932,348
Rum Runners,221368,London,42.98519,-81.24956,
Warehouse Concert Hall,3648644,Saint Catharines,43.16065,-79.24029,
Neat Café,2771638,Ottawa,45.3877882,-76.5787844,
The Grad Club,32899,Kingston,44.22778,-76.49079,
Royal Cinema,2453649,Toronto,43.6552,-79.41446,
Fishbones Oyster Bar & Grill,1040576,Moncton,46.2370156,-63.1345647,
Long Wharf,3319234,Saint John,45.27316,-66.06991,
The Hayloft Dancehall,2909088,Belleville,43.8934823,-77.1830243,
"Jack Singer Concert Hall, Arts Commons",33185,Calgary,51.0449748,-114.0587444,
Westminster United Church,1133206,Regina,50.44521,-104.62497,
Imperial Theatre - Vancouver,3945844,Vancouver,49.281962,-123.0998865,
The Sanctuary - Centre for the Arts,2312139,Saint Catharines,42.8804043,-79.0519029,
The Avening Hall,3345934,Barrie,44.311022,-80.0723226,
Café Nord-Ouest,179328,Trois-Rivières,46.3416237,-72.540491,
La Petite Boîte Noire,1297146,Sherbrooke,45.4033172,-71.8908997,
La Sainte Paix,3412529,Drummondville,45.8852019,-72.4886986,
The Music Hall,2634218,Oshawa,43.89771,-78.86191,
The Dream Cafe,117045,Kelowna,49.5014695,-119.5921796,
"Margaret Greenham Theatre, Banff Centre",700101,Calgary,51.17165,-115.56117,246
Bo's Bar & Stage,4151329,Red Deer,52.24132,-113.81513,
Bailey Theatre,1511743,Edmonton,53.02316,-112.82455,
"Mae Wilson Theatre, Moose Jaw Cultural Centre",36593,Regina,50.39177,-105.53461,
Pynelogs Cultural Centre,120330,Calgary,,,
Dominion Telegraph Event Centre,3429674,Brantford,43.19399,-80.38409,150
The Lyric Theatre,644271,Medicine Hat,50.2854955,-107.8000673,
Southminster United Church,2748123,Lethbridge,49.69469,-112.8306,
Pavilion Theatre,336851,Kamloops,,,
"Spiritbar, Hume Hotel",205438,Kelowna,49.49253,-117.29482,
Jägerklause,725841,Berlin,52.5133699,13.4476005,
Roter Salon,53895,Berlin,52.52695,13.4114,
1100 Warehouse,1762573,Austin,30.2639151,-97.731935,
Culture Collide Festival,1128571,Los Angeles,34.0796167,-118.2585096,
NXNE,95444,Toronto,43.6497366,-79.4207667,
Moapa River Indian Reservation,2953918,Las Vegas,36.1699412,-115.1398296,
IFEMA Feria de Madrid,2800973,Madrid,40.46423,-3.61311,
Salon İKSV,858006,Istanbul,41.0269139,28.9705301,400
Sacadura 154,2844563,Rio de Janeiro,-22.89744,-43.18671,2000
Parque Natural Las Estacas,2152789,Cuautla,18.7310379,-99.1127798,
Festival Valle De Guadalupe,3311004,Tijuana,32.5149469,-117.0382471,
Openluchttheater Caprera,482266,Bloemendaal,52.4111843,4.6083228,
North Beach Bandshell,14982,Miami,25.8581,-80.12085,
Bmls Show Center,3090269,Guadalajara,20.6953686,-103.3601728,
Teatro Angela Peralta,59559,Mexico City,19.3283507,-99.0876609,
Positivus Festival,1386071,Salacgriva,57.7657575,24.3540249,80000
C3 Stage,3169589,Guadalajara,20.6748743,-103.3695317,
The Ground,3509759,Miami,25.78448,-80.19314,
"Funkhaus Berlin, Grosser Saal",3202653,Berlin,52.4808,13.50129,
Emerge Impact + Music Festival,3694644,Las Vegas,36.16994,-115.13983,
Seoul Jazz Festival,2549894,Seoul,37.5224343,127.1165477,
Neo Studio,1629588,Taipei,25.0355031,121.56786,
Voice Space,2442444,Bangkok,13.784895,100.5610948,
Irish Museum of Modern Art (IMMA),96955,Dublin,53.342917,-6.300048,
Progesja,3434709,Warsaw,52.2247881,20.9294122,
Guelph Lake Conservation Area,86688,Guelph,43.5433905,-80.2711588,
Slottsskogen City Park,951551,Gothenburg,,,
Pecan Park,3936314,Nahariyya,33.1412178,35.6478714,
Central Harbourfront,3721369,Hong Kong,22.396428,114.109497,
Maccabe Park,3724364,Wollongong,-34.42763,150.89401,
M.L.,3926669,Canberra,-35.27863,149.12254,312
Melbourne Recital Centre,500506,Melbourne,-37.8232793,144.9700312,
Explanada Estadio Akron,4154444,Guadalajara,20.682,-103.46491,
Campus de la UCM,3833129,Madrid,,,
Bel Etage,3464554,Kyiv (Kiev),50.43896,30.51945,
Lisi Wonderland,3658569,Tbilisi,41.7151377,44.827096,
RadioBosque,4346991,Mexico City,,,
Southbank Centre,495466,London,51.50666,-0.11511,
Schnitzer Theatre,49363,Portland,,,
Town Point Park,65027,Norfolk,36.84367,-76.2858,
Columbia Meadows,1574708,Vancouver,45.8590111,-122.8158185,
Studio Seven,11601,Seattle,47.5744461,-122.3334903,750
Cane's Bar and Grill,38435,San Diego,32.715738,-117.1610838,
Winter Gardens,49789,Brighton,50.7624994,0.2846094,
The Foundation,53390,Barrie,,,
The Sets,4657,Phoenix,33.3928687,-111.9390189,
"Mountainlair Plaza, West Virginia University",300606,Pittsburgh,,,
Barfly Liverpool,1582,Liverpool,53.4011829,-2.9767334,
Barfly Cambridge @ The Graduate,3354,Cambridge,52.2138512,0.1238812,
Bar Academy,17389,Birmingham,52.4808753,-1.893883,
Telluride Conference Center,37913,Mountain Village,37.9373999,-107.846817,
Avalon Theater,11450,Salt Lake City,40.692486,-111.888051,
Hultsfreds Hembygdspark,484321,Hultsfred,57.4839426,15.899972,
Hillside Elementary School,756546,Salt Lake City,,,
Wave House,70012,San Diego,32.770439,-117.2518266,
